instances,drift,unbalance,type,alg,Fscore_0,Fscore_1
100000,sea_P(y),1,incremental,RebalanceStream,99.70527775713894,97.4259139087173
5000,sea_P(y),3,incremental,improved_OOB,80.46525745330422,79.06356602085802
10000,sea_P(y),3,incremental,improved_OOB,82.32250038761485,80.1283008980736
15000,sea_P(y),3,incremental,improved_OOB,83.30729314614956,80.77200220240715
20000,sea_P(y),3,incremental,improved_OOB,83.76280504993468,81.03334166424432
25000,sea_P(y),3,incremental,improved_OOB,84.14604957093186,81.31923828905524
30000,sea_P(y),3,incremental,improved_OOB,84.22739935349507,81.37615679252079
35000,sea_P(y),3,incremental,improved_OOB,84.5308056313252,81.57542030879665
40000,sea_P(y),3,incremental,improved_OOB,84.69691560027474,81.6683124620448
45000,sea_P(y),3,incremental,improved_OOB,84.89931899492443,81.73035697077
50000,sea_P(y),3,incremental,improved_OOB,87.87651772509481,82.6302030613884
55000,sea_P(y),3,incremental,improved_OOB,89.52135994355994,82.24200448397877
60000,sea_P(y),3,incremental,improved_OOB,91.88995063473138,79.91811900035047
65000,sea_P(y),3,incremental,improved_OOB,92.10416459896115,79.87383191830402
70000,sea_P(y),3,incremental,improved_OOB,92.04225553236031,79.40788369764455
75000,sea_P(y),3,incremental,improved_OOB,92.2214209024015,79.79652005217602
80000,sea_P(y),3,incremental,improved_OOB,92.22773837127173,79.76222878251238
85000,sea_P(y),3,incremental,improved_OOB,92.29471508302102,79.96311793573952
90000,sea_P(y),3,incremental,improved_OOB,92.32804585153109,79.99719563196338
95000,sea_P(y),3,incremental,improved_OOB,92.33390956966403,80.01450018081172
100000,sea_P(y),3,incremental,improved_OOB,92.3536208553933,80.01452255864766
5000,sea_P(y),3,incremental,WEOB1,80.3883561011078,79.14684022469683
10000,sea_P(y),3,incremental,WEOB1,82.17694091664399,80.09721821910625
15000,sea_P(y),3,incremental,WEOB1,83.1804298716481,80.76364171983519
20000,sea_P(y),3,incremental,WEOB1,83.68869854175765,81.05640124188463
25000,sea_P(y),3,incremental,WEOB1,84.08146861299102,81.33825610865996
30000,sea_P(y),3,incremental,WEOB1,84.17103615336984,81.39338915765893
35000,sea_P(y),3,incremental,WEOB1,84.47117992071432,81.58702168886519
40000,sea_P(y),3,incremental,WEOB1,84.63171230575755,81.67523668279155
45000,sea_P(y),3,incremental,WEOB1,84.82955875530493,81.73072292974219
50000,sea_P(y),3,incremental,WEOB1,87.80433404086399,82.6183034065772
55000,sea_P(y),3,incremental,WEOB1,89.41899766461799,82.16169452668582
60000,sea_P(y),3,incremental,WEOB1,91.81932519143564,79.86718263511221
65000,sea_P(y),3,incremental,WEOB1,91.97093700060393,79.71173207360872
70000,sea_P(y),3,incremental,WEOB1,91.90017786102689,79.23376648374497
75000,sea_P(y),3,incremental,WEOB1,92.07842668334203,79.61460876853562
80000,sea_P(y),3,incremental,WEOB1,92.08229862587436,79.57805111415745
85000,sea_P(y),3,incremental,WEOB1,92.13916388561788,79.74763054567015
90000,sea_P(y),3,incremental,WEOB1,92.16883633668867,79.7695413984297
95000,sea_P(y),3,incremental,WEOB1,92.169415533601,79.77164484085607
100000,sea_P(y),3,incremental,WEOB1,92.19561684244798,79.7782123865725
5000,sea_P(y),3,incremental,OOB,80.14377666392144,78.33976855314287
10000,sea_P(y),3,incremental,OOB,82.05512544391834,79.65143219281225
15000,sea_P(y),3,incremental,OOB,83.09850088380588,80.4517591942966
20000,sea_P(y),3,incremental,OOB,83.57760032517447,80.79259345564151
25000,sea_P(y),3,incremental,OOB,83.94720746683257,81.11128847092331
30000,sea_P(y),3,incremental,OOB,83.99522413238962,81.16935197851762
35000,sea_P(y),3,incremental,OOB,84.26998548223632,81.36535452941659
40000,sea_P(y),3,incremental,OOB,84.42020485505672,81.45827318950003
45000,sea_P(y),3,incremental,OOB,84.62065733256648,81.52623808129758
50000,sea_P(y),3,incremental,OOB,87.52407694265007,82.44381305779966
55000,sea_P(y),3,incremental,OOB,89.10059292804979,81.89093025685432
60000,sea_P(y),3,incremental,OOB,91.55114849220186,79.48752598515264
65000,sea_P(y),3,incremental,OOB,91.70311703236703,79.28564780700984
70000,sea_P(y),3,incremental,OOB,91.63625209268305,78.80253597030232
75000,sea_P(y),3,incremental,OOB,91.83688204342383,79.21053287551356
80000,sea_P(y),3,incremental,OOB,91.85816189241145,79.21468232502619
85000,sea_P(y),3,incremental,OOB,91.9366253221198,79.42752051097695
90000,sea_P(y),3,incremental,OOB,91.97176874175355,79.46142731299211
95000,sea_P(y),3,incremental,OOB,91.97999846558723,79.4788382396361
100000,sea_P(y),3,incremental,OOB,92.01695541298436,79.50180974451591
5000,sea_P(y),3,incremental,ESOS_ELM,66.23863028357411,0.0
10000,sea_P(y),3,incremental,ESOS_ELM,66.50647443598984,0.0
15000,sea_P(y),3,incremental,ESOS_ELM,71.32810532866219,39.139402158796784
20000,sea_P(y),3,incremental,ESOS_ELM,73.88992914763082,52.695098326649955
25000,sea_P(y),3,incremental,ESOS_ELM,75.62501116073986,59.778899730830425
30000,sea_P(y),3,incremental,ESOS_ELM,76.69059580732169,63.924228970740764
35000,sea_P(y),3,incremental,ESOS_ELM,77.68685719991625,66.78191164057992
40000,sea_P(y),3,incremental,ESOS_ELM,78.37134502734389,68.76640337997918
45000,sea_P(y),3,incremental,ESOS_ELM,79.00756751204884,70.21725016361955
50000,sea_P(y),3,incremental,ESOS_ELM,85.5040747414105,80.86756952317526
55000,sea_P(y),3,incremental,ESOS_ELM,87.05251360471097,79.83942130623205
60000,sea_P(y),3,incremental,ESOS_ELM,89.76700846370484,76.6051684522403
65000,sea_P(y),3,incremental,ESOS_ELM,89.89209899682305,76.33063483042775
70000,sea_P(y),3,incremental,ESOS_ELM,89.8299705057018,75.85312952289905
75000,sea_P(y),3,incremental,ESOS_ELM,90.01446144881211,76.18224999312356
80000,sea_P(y),3,incremental,ESOS_ELM,90.03817438951549,76.17054821686317
85000,sea_P(y),3,incremental,ESOS_ELM,90.16392414097812,76.44632677661949
90000,sea_P(y),3,incremental,ESOS_ELM,90.21730945551712,76.50150769653978
95000,sea_P(y),3,incremental,ESOS_ELM,90.20890819856211,76.47939018335644
100000,sea_P(y),3,incremental,ESOS_ELM,90.26775551159719,76.53346898987645
5000,sea_P(y),3,incremental,improved_UOB,79.61584422313723,78.50138123780292
10000,sea_P(y),3,incremental,improved_UOB,81.6165445156691,79.57124510123734
15000,sea_P(y),3,incremental,improved_UOB,82.7268833733356,80.37218882135195
20000,sea_P(y),3,incremental,improved_UOB,83.35543936904466,80.7669999249649
25000,sea_P(y),3,incremental,improved_UOB,83.81049319060318,81.10513695847564
30000,sea_P(y),3,incremental,improved_UOB,83.93884767226346,81.19557736636634
35000,sea_P(y),3,incremental,improved_UOB,84.25974984875126,81.40894721301449
40000,sea_P(y),3,incremental,improved_UOB,84.42960077736208,81.50748658892607
45000,sea_P(y),3,incremental,improved_UOB,84.64038881959065,81.57561077199198
50000,sea_P(y),3,incremental,improved_UOB,87.66109039341174,82.52644265035681
55000,sea_P(y),3,incremental,improved_UOB,89.24643443822853,81.998640735341
60000,sea_P(y),3,incremental,improved_UOB,91.55410254052384,79.42340890773929
65000,sea_P(y),3,incremental,improved_UOB,91.72260802186338,79.28682360624661
70000,sea_P(y),3,incremental,improved_UOB,91.63676475715937,78.77886554032375
75000,sea_P(y),3,incremental,improved_UOB,91.8232614314245,79.17026481673746
80000,sea_P(y),3,incremental,improved_UOB,91.82109263286927,79.12829171417731
85000,sea_P(y),3,incremental,improved_UOB,91.88139879175478,79.30159889376252
90000,sea_P(y),3,incremental,improved_UOB,91.90837685061692,79.31755675141868
95000,sea_P(y),3,incremental,improved_UOB,91.91299155497285,79.32873814376697
100000,sea_P(y),3,incremental,improved_UOB,91.94825146814185,79.34814187448856
5000,sea_P(y),3,incremental,WEOB2,79.61584422313723,78.50138123780292
10000,sea_P(y),3,incremental,WEOB2,81.6165445156691,79.57124510123734
15000,sea_P(y),3,incremental,WEOB2,82.7268833733356,80.37218882135195
20000,sea_P(y),3,incremental,WEOB2,83.35543936904466,80.7669999249649
25000,sea_P(y),3,incremental,WEOB2,83.81049319060318,81.10513695847564
30000,sea_P(y),3,incremental,WEOB2,83.93884767226346,81.19557736636634
35000,sea_P(y),3,incremental,WEOB2,84.25974984875126,81.40894721301449
40000,sea_P(y),3,incremental,WEOB2,84.42960077736208,81.50748658892607
45000,sea_P(y),3,incremental,WEOB2,84.64038881959065,81.57561077199198
50000,sea_P(y),3,incremental,WEOB2,87.66109039341174,82.52644265035681
55000,sea_P(y),3,incremental,WEOB2,89.24643443822853,81.998640735341
60000,sea_P(y),3,incremental,WEOB2,91.55410254052384,79.42340890773929
65000,sea_P(y),3,incremental,WEOB2,91.72260802186338,79.28682360624661
70000,sea_P(y),3,incremental,WEOB2,91.63676475715937,78.77886554032375
75000,sea_P(y),3,incremental,WEOB2,91.8232614314245,79.17026481673746
80000,sea_P(y),3,incremental,WEOB2,91.82109263286927,79.12829171417731
85000,sea_P(y),3,incremental,WEOB2,91.88139879175478,79.30159889376252
90000,sea_P(y),3,incremental,WEOB2,91.90837685061692,79.31755675141868
95000,sea_P(y),3,incremental,WEOB2,91.91299155497285,79.32873814376697
100000,sea_P(y),3,incremental,WEOB2,91.94825146814185,79.34814187448856
5000,sea_P(y),3,incremental,UOB,80.14377666392144,78.33976855314287
10000,sea_P(y),3,incremental,UOB,82.05512544391834,79.65143219281225
15000,sea_P(y),3,incremental,UOB,83.09912423252818,80.45091818909228
20000,sea_P(y),3,incremental,UOB,83.5773864728638,80.79171701001727
25000,sea_P(y),3,incremental,UOB,83.94097114677585,81.10665986145648
30000,sea_P(y),3,incremental,UOB,83.9808947656355,81.16152060382686
35000,sea_P(y),3,incremental,UOB,84.23022507331619,81.33985318156871
40000,sea_P(y),3,incremental,UOB,84.35907616180768,81.41978024666619
45000,sea_P(y),3,incremental,UOB,84.54245586928103,81.47538902498974
50000,sea_P(y),3,incremental,UOB,87.29349535023736,82.25272151618586
55000,sea_P(y),3,incremental,UOB,88.74055069356197,81.51073690925206
60000,sea_P(y),3,incremental,UOB,90.97648963756069,78.54867766977017
65000,sea_P(y),3,incremental,UOB,91.0965800939352,78.28253299101577
70000,sea_P(y),3,incremental,UOB,91.00486187326986,77.76504711604085
75000,sea_P(y),3,incremental,UOB,91.212409700462,78.1688890744887
80000,sea_P(y),3,incremental,UOB,91.2415912016731,78.19053398471753
85000,sea_P(y),3,incremental,UOB,91.32938016198588,78.41104469403251
90000,sea_P(y),3,incremental,UOB,91.35731081179452,78.42544632366716
95000,sea_P(y),3,incremental,UOB,91.37474883751042,78.45987303961246
100000,sea_P(y),3,incremental,UOB,91.41777097357422,78.48755228144016
5000,sea_P(y),3,incremental,CSMOTE,79.26901159363331,78.51761352066792
10000,sea_P(y),3,incremental,CSMOTE,81.15858904502439,79.33745675647344
15000,sea_P(y),3,incremental,CSMOTE,82.45240480961924,80.03135689851766
20000,sea_P(y),3,incremental,CSMOTE,83.01183487093466,80.33229043046713
25000,sea_P(y),3,incremental,CSMOTE,83.53059028679554,80.7393587017833
30000,sea_P(y),3,incremental,CSMOTE,83.64276667387479,80.83535415686414
35000,sea_P(y),3,incremental,CSMOTE,84.01128305169642,81.08647519256556
40000,sea_P(y),3,incremental,CSMOTE,84.19406040808816,81.19028716909851
45000,sea_P(y),3,incremental,CSMOTE,84.40673137578086,81.24434001517487
50000,sea_P(y),3,incremental,CSMOTE,87.53405994550405,82.26744186046513
55000,sea_P(y),3,incremental,CSMOTE,89.13008778930565,81.76706827309236
60000,sea_P(y),3,incremental,CSMOTE,91.39633286318758,79.03780068728521
65000,sea_P(y),3,incremental,CSMOTE,88.15375821663334,72.3850766155896
70000,sea_P(y),3,incremental,CSMOTE,86.25302956858944,69.73319103521881
75000,sea_P(y),3,incremental,CSMOTE,85.47943194745149,68.96227155070984
80000,sea_P(y),3,incremental,CSMOTE,84.46489535401516,67.92522218817041
85000,sea_P(y),3,incremental,CSMOTE,84.15219066080171,67.7293659227772
90000,sea_P(y),3,incremental,CSMOTE,83.85224387016923,67.29763602575737
95000,sea_P(y),3,incremental,CSMOTE,83.82135573558854,67.43494143787895
100000,sea_P(y),3,incremental,CSMOTE,83.8327734725779,67.44793410567203
5000,sea_P(y),3,incremental,RebalanceStream,74.71007121057984,75.55555555555556
10000,sea_P(y),3,incremental,RebalanceStream,79.01066925315227,77.66769865841071
15000,sea_P(y),3,incremental,RebalanceStream,81.12029268908096,78.84357107513962
20000,sea_P(y),3,incremental,RebalanceStream,82.07870174944891,79.54387279832967
25000,sea_P(y),3,incremental,RebalanceStream,82.8134328358209,80.14655172413792
30000,sea_P(y),3,incremental,RebalanceStream,83.08303338711679,80.36871669307219
35000,sea_P(y),3,incremental,RebalanceStream,83.53881157733213,80.67821874417736
40000,sea_P(y),3,incremental,RebalanceStream,83.8084694159978,80.84270276170723
45000,sea_P(y),3,incremental,RebalanceStream,84.0880798351054,80.9824629869021
50000,sea_P(y),3,incremental,RebalanceStream,87.86127167630059,82.66148615832927
55000,sea_P(y),3,incremental,RebalanceStream,89.36204146730462,82.11796246648794
60000,sea_P(y),3,incremental,RebalanceStream,91.74053749824115,79.70964396819909
65000,sea_P(y),3,incremental,RebalanceStream,91.89038421309532,79.44866584202155
70000,sea_P(y),3,incremental,RebalanceStream,91.85459597128964,79.0719809637121
75000,sea_P(y),3,incremental,RebalanceStream,92.03024207532772,79.41966684578185
80000,sea_P(y),3,incremental,RebalanceStream,92.04888728764239,79.38492491197815
85000,sea_P(y),3,incremental,RebalanceStream,92.13467578052835,79.59990416866313
90000,sea_P(y),3,incremental,RebalanceStream,92.16930589328432,79.60035020858008
95000,sea_P(y),3,incremental,RebalanceStream,92.19009407858326,79.63564213564213
100000,sea_P(y),3,incremental,RebalanceStream,92.20892909250074,79.61586370394183
5000,sea_P(y),3,sudden,improved_OOB,80.46525745330422,79.06356602085802
10000,sea_P(y),3,sudden,improved_OOB,82.32250038761485,80.1283008980736
15000,sea_P(y),3,sudden,improved_OOB,83.30729314614956,80.77200220240715
20000,sea_P(y),3,sudden,improved_OOB,83.76280504993468,81.03334166424432
25000,sea_P(y),3,sudden,improved_OOB,84.15150136598632,81.32400467917542
30000,sea_P(y),3,sudden,improved_OOB,84.2211848615159,81.36817393460434
35000,sea_P(y),3,sudden,improved_OOB,84.5224495582152,81.56945436303432
40000,sea_P(y),3,sudden,improved_OOB,84.67300832120391,81.65311586936237
45000,sea_P(y),3,sudden,improved_OOB,84.85476852593814,81.76549944974413
50000,sea_P(y),3,sudden,improved_OOB,84.9607061608006,81.90700475405714
55000,sea_P(y),3,sudden,improved_OOB,91.87092339676371,79.87771900497715
60000,sea_P(y),3,sudden,improved_OOB,92.0884257575858,79.96908289685423
65000,sea_P(y),3,sudden,improved_OOB,92.16492724900732,79.88978407831789
70000,sea_P(y),3,sudden,improved_OOB,92.09895557831484,79.53878058095836
75000,sea_P(y),3,sudden,improved_OOB,92.22604352916471,79.83069013379028
80000,sea_P(y),3,sudden,improved_OOB,92.2205939399678,79.77298744445753
85000,sea_P(y),3,sudden,improved_OOB,92.2760310106676,79.93052391632521
90000,sea_P(y),3,sudden,improved_OOB,92.31066579601836,79.97082360304222
95000,sea_P(y),3,sudden,improved_OOB,92.32348772911033,80.00114100728544
100000,sea_P(y),3,sudden,improved_OOB,92.34176891609266,79.99944057637681
5000,sea_P(y),3,sudden,WEOB1,80.3883561011078,79.14684022469683
10000,sea_P(y),3,sudden,WEOB1,82.17694091664399,80.09721821910625
15000,sea_P(y),3,sudden,WEOB1,83.1804298716481,80.76364171983519
20000,sea_P(y),3,sudden,WEOB1,83.68869854175765,81.05640124188463
25000,sea_P(y),3,sudden,WEOB1,84.08595640079362,81.34246859165114
30000,sea_P(y),3,sudden,WEOB1,84.16873503233572,81.39105133308705
35000,sea_P(y),3,sudden,WEOB1,84.46788647351391,81.587563675182
40000,sea_P(y),3,sudden,WEOB1,84.6124727584901,81.66474423023251
45000,sea_P(y),3,sudden,WEOB1,84.79037867832655,81.77058704214886
50000,sea_P(y),3,sudden,WEOB1,84.89506781058476,81.91001289788628
55000,sea_P(y),3,sudden,WEOB1,91.79332211748516,79.7730598075346
60000,sea_P(y),3,sudden,WEOB1,92.02853437475821,79.92217383045406
65000,sea_P(y),3,sudden,WEOB1,92.08900662182023,79.81266400416209
70000,sea_P(y),3,sudden,WEOB1,92.00343243370159,79.42488290296274
75000,sea_P(y),3,sudden,WEOB1,92.13094947324007,79.7130211320345
80000,sea_P(y),3,sudden,WEOB1,92.1247998218119,79.6616734443099
85000,sea_P(y),3,sudden,WEOB1,92.1725128711436,79.8018409025984
90000,sea_P(y),3,sudden,WEOB1,92.20073817264009,79.82901880061725
95000,sea_P(y),3,sudden,WEOB1,92.20489760067424,79.83907587114632
100000,sea_P(y),3,sudden,WEOB1,92.22600994144479,79.84123589233393
5000,sea_P(y),3,sudden,OOB,80.14377666392144,78.33976855314287
10000,sea_P(y),3,sudden,OOB,82.05512544391834,79.65143219281225
15000,sea_P(y),3,sudden,OOB,83.09850088380588,80.4517591942966
20000,sea_P(y),3,sudden,OOB,83.57760032517447,80.79259345564151
25000,sea_P(y),3,sudden,OOB,83.95064361793564,81.11411312128831
30000,sea_P(y),3,sudden,OOB,83.99120010050913,81.16623616704673
35000,sea_P(y),3,sudden,OOB,84.26645274236112,81.36555128640796
40000,sea_P(y),3,sudden,OOB,84.39920639623632,81.4460238810202
45000,sea_P(y),3,sudden,OOB,84.57976790495783,81.56614529574915
50000,sea_P(y),3,sudden,OOB,84.67349239074215,81.70753032675174
55000,sea_P(y),3,sudden,OOB,91.3558010022164,79.14475669918936
60000,sea_P(y),3,sudden,OOB,91.62968365396132,79.30101937998356
65000,sea_P(y),3,sudden,OOB,91.7010365548754,79.17938807072929
70000,sea_P(y),3,sudden,OOB,91.64877369762971,78.83816737771518
75000,sea_P(y),3,sudden,OOB,91.81088797209475,79.17361610590773
80000,sea_P(y),3,sudden,OOB,91.83048143142234,79.17629972663553
85000,sea_P(y),3,sudden,OOB,91.90063332937154,79.35490795737807
90000,sea_P(y),3,sudden,OOB,91.93844920162276,79.399110928748
95000,sea_P(y),3,sudden,OOB,91.94647442659644,79.41437937422916
100000,sea_P(y),3,sudden,OOB,91.97567440689241,79.42685709180316
5000,sea_P(y),3,sudden,ESOS_ELM,66.23863028357411,0.0
10000,sea_P(y),3,sudden,ESOS_ELM,66.50647443598984,0.0
15000,sea_P(y),3,sudden,ESOS_ELM,71.33372019454472,39.14012380347807
20000,sea_P(y),3,sudden,ESOS_ELM,73.88802456817638,52.68951685491537
25000,sea_P(y),3,sudden,ESOS_ELM,75.63429133907621,59.77748493294628
30000,sea_P(y),3,sudden,ESOS_ELM,76.7293385736521,63.94064057542015
35000,sea_P(y),3,sudden,ESOS_ELM,77.73179261139369,66.80617641844066
40000,sea_P(y),3,sudden,ESOS_ELM,78.40293293489543,68.78791065461772
45000,sea_P(y),3,sudden,ESOS_ELM,79.03780670860256,70.34927318249353
50000,sea_P(y),3,sudden,ESOS_ELM,79.49861378550342,71.66978084783321
55000,sea_P(y),3,sudden,ESOS_ELM,89.52859997490086,76.34721958840642
60000,sea_P(y),3,sudden,ESOS_ELM,89.8647632495504,76.51767307931081
65000,sea_P(y),3,sudden,ESOS_ELM,90.02946026715328,76.4889230114688
70000,sea_P(y),3,sudden,ESOS_ELM,90.00164050821246,76.18020860400713
75000,sea_P(y),3,sudden,ESOS_ELM,90.12403994177302,76.40574366706025
80000,sea_P(y),3,sudden,ESOS_ELM,90.11995621752934,76.34618574800162
85000,sea_P(y),3,sudden,ESOS_ELM,90.21813393326602,76.55556622276666
90000,sea_P(y),3,sudden,ESOS_ELM,90.28083562409965,76.63152601165413
95000,sea_P(y),3,sudden,ESOS_ELM,90.27937583327241,76.61321872620245
100000,sea_P(y),3,sudden,ESOS_ELM,90.31838799677672,76.63732136491794
5000,sea_P(y),3,sudden,improved_UOB,79.61584422313723,78.50138123780292
10000,sea_P(y),3,sudden,improved_UOB,81.6165445156691,79.57124510123734
15000,sea_P(y),3,sudden,improved_UOB,82.7268833733356,80.37218882135195
20000,sea_P(y),3,sudden,improved_UOB,83.35543936904466,80.7669999249649
25000,sea_P(y),3,sudden,improved_UOB,83.81351407132745,81.10759694135332
30000,sea_P(y),3,sudden,improved_UOB,83.94352737008774,81.2009427684158
35000,sea_P(y),3,sudden,improved_UOB,84.26061133749138,81.41724862703309
40000,sea_P(y),3,sudden,improved_UOB,84.41210800410776,81.50283281484273
45000,sea_P(y),3,sudden,improved_UOB,84.6029075410249,81.62176649985264
50000,sea_P(y),3,sudden,improved_UOB,84.71102817009427,81.76465176015692
55000,sea_P(y),3,sudden,improved_UOB,91.64720349970938,79.5432086109154
60000,sea_P(y),3,sudden,improved_UOB,91.87248515379383,79.66677975745495
65000,sea_P(y),3,sudden,improved_UOB,91.9057721007387,79.507647474511
