instances,drift,unbalance,type,alg,Fscore_min
70000,minority-share,4,sudden,WEOB2,43.85859468910502
75000,minority-share,4,sudden,WEOB2,43.85819199160693
80000,minority-share,4,sudden,WEOB2,43.831109486382736
85000,minority-share,4,sudden,WEOB2,43.93001853189685
90000,minority-share,4,sudden,WEOB2,43.939852104351644
95000,minority-share,4,sudden,WEOB2,43.920136352568775
100000,minority-share,4,sudden,WEOB2,43.95695726346179
5000,minority-share,4,sudden,UOB,38.551455420582165
10000,minority-share,4,sudden,UOB,39.6976483762598
15000,minority-share,4,sudden,UOB,40.67369045852501
20000,minority-share,4,sudden,UOB,41.45329867831664
25000,minority-share,4,sudden,UOB,41.936764122238394
30000,minority-share,4,sudden,UOB,42.20992436819774
35000,minority-share,4,sudden,UOB,42.39064832756265
40000,minority-share,4,sudden,UOB,42.67108229204353
45000,minority-share,4,sudden,UOB,42.84017519115137
50000,minority-share,4,sudden,UOB,42.95999999999999
55000,minority-share,4,sudden,UOB,44.29873305178928
60000,minority-share,4,sudden,UOB,44.424798320256386
65000,minority-share,4,sudden,UOB,44.531658817373106
70000,minority-share,4,sudden,UOB,44.472474492656126
75000,minority-share,4,sudden,UOB,44.44195327563786
80000,minority-share,4,sudden,UOB,44.38235955898897
85000,minority-share,4,sudden,UOB,44.45123913743159
90000,minority-share,4,sudden,UOB,44.44381864263589
95000,minority-share,4,sudden,UOB,44.4172880764147
100000,minority-share,4,sudden,UOB,44.45016566669653
5000,minority-share,4,sudden,RebalanceStream,38.67989845372721
10000,minority-share,4,sudden,RebalanceStream,39.657696205382265
15000,minority-share,4,sudden,RebalanceStream,40.34125075165365
20000,minority-share,4,sudden,RebalanceStream,40.952380952380956
25000,minority-share,4,sudden,RebalanceStream,41.313086199196064
30000,minority-share,4,sudden,RebalanceStream,41.505906983699724
35000,minority-share,4,sudden,RebalanceStream,41.64791358580339
40000,minority-share,4,sudden,RebalanceStream,41.8972554539057
45000,minority-share,4,sudden,RebalanceStream,42.07417788678112
50000,minority-share,4,sudden,RebalanceStream,42.19101123595505
55000,minority-share,4,sudden,RebalanceStream,43.3205676954269
60000,minority-share,4,sudden,RebalanceStream,43.47729048097312
65000,minority-share,4,sudden,RebalanceStream,43.64196603036225
70000,minority-share,4,sudden,RebalanceStream,43.63912823112013
75000,minority-share,4,sudden,RebalanceStream,43.679661474745664
80000,minority-share,4,sudden,RebalanceStream,43.666792027077854
85000,minority-share,4,sudden,RebalanceStream,43.76129032258064
90000,minority-share,4,sudden,RebalanceStream,43.771347918136925
95000,minority-share,4,sudden,RebalanceStream,43.7837702621573
100000,minority-share,4,sudden,RebalanceStream,43.84727681078046
5000,minority-share,4,periodic,improved_OOB,39.162668992586134
10000,minority-share,4,periodic,improved_OOB,40.357681534152114
15000,minority-share,4,periodic,improved_OOB,41.22939609875477
20000,minority-share,4,periodic,improved_OOB,41.8794192259945
25000,minority-share,4,periodic,improved_OOB,42.2700418301781
30000,minority-share,4,periodic,improved_OOB,42.48174654810959
35000,minority-share,4,periodic,improved_OOB,42.64485981308411
40000,minority-share,4,periodic,improved_OOB,42.87392111875887
45000,minority-share,4,periodic,improved_OOB,43.00989040363539
50000,minority-share,4,periodic,improved_OOB,32.93478260869564
55000,minority-share,4,periodic,improved_OOB,32.92947558770344
60000,minority-share,4,periodic,improved_OOB,0.0
65000,minority-share,4,periodic,improved_OOB,0.0
70000,minority-share,4,periodic,improved_OOB,0.0
75000,minority-share,4,periodic,improved_OOB,0.0
80000,minority-share,4,periodic,improved_OOB,0.0
85000,minority-share,4,periodic,improved_OOB,0.0
90000,minority-share,4,periodic,improved_OOB,0.0
95000,minority-share,4,periodic,improved_OOB,0.0
100000,minority-share,4,periodic,improved_OOB,0.0
5000,minority-share,4,periodic,WEOB1,39.145521578833225
10000,minority-share,4,periodic,WEOB1,40.21785561725758
15000,minority-share,4,periodic,WEOB1,41.06111388433288
20000,minority-share,4,periodic,WEOB1,41.64575212260372
25000,minority-share,4,periodic,WEOB1,42.02799590303858
30000,minority-share,4,periodic,WEOB1,42.264056404566766
35000,minority-share,4,periodic,WEOB1,42.43134834927492
40000,minority-share,4,periodic,WEOB1,42.67572836564496
45000,minority-share,4,periodic,WEOB1,42.82167478185413
50000,minority-share,4,periodic,WEOB1,36.34011090573012
55000,minority-share,4,periodic,WEOB1,35.985902429975894
60000,minority-share,4,periodic,WEOB1,0.0
65000,minority-share,4,periodic,WEOB1,0.0
70000,minority-share,4,periodic,WEOB1,0.0
75000,minority-share,4,periodic,WEOB1,0.0
80000,minority-share,4,periodic,WEOB1,0.0
85000,minority-share,4,periodic,WEOB1,0.0
90000,minority-share,4,periodic,WEOB1,0.0
95000,minority-share,4,periodic,WEOB1,0.0
100000,minority-share,4,periodic,WEOB1,0.0
5000,minority-share,4,periodic,CSMOTE,39.26354099764506
10000,minority-share,4,periodic,CSMOTE,40.56277056277056
15000,minority-share,4,periodic,CSMOTE,41.49106234558929
20000,minority-share,4,periodic,CSMOTE,42.05678783584937
25000,minority-share,4,periodic,CSMOTE,42.35606423256015
30000,minority-share,4,periodic,CSMOTE,42.50656359393231
35000,minority-share,4,periodic,CSMOTE,42.611834876785444
40000,minority-share,4,periodic,CSMOTE,42.80876603711249
45000,minority-share,4,periodic,CSMOTE,42.9327193906292
50000,minority-share,4,periodic,CSMOTE,29.53191489361702
55000,minority-share,4,periodic,CSMOTE,30.288852725793326
60000,minority-share,4,periodic,CSMOTE,0.0
65000,minority-share,4,periodic,CSMOTE,0.0
70000,minority-share,4,periodic,CSMOTE,0.0
75000,minority-share,4,periodic,CSMOTE,0.0
80000,minority-share,4,periodic,CSMOTE,0.0
85000,minority-share,4,periodic,CSMOTE,0.0
90000,minority-share,4,periodic,CSMOTE,0.0
95000,minority-share,4,periodic,CSMOTE,0.0
100000,minority-share,4,periodic,CSMOTE,0.0
5000,minority-share,4,periodic,OOB,38.551455420582165
10000,minority-share,4,periodic,OOB,39.6976483762598
15000,minority-share,4,periodic,OOB,40.67369045852501
20000,minority-share,4,periodic,OOB,41.45329867831664
25000,minority-share,4,periodic,OOB,41.936764122238394
30000,minority-share,4,periodic,OOB,42.20992436819774
35000,minority-share,4,periodic,OOB,42.39064832756265
40000,minority-share,4,periodic,OOB,42.67108229204353
45000,minority-share,4,periodic,OOB,42.84017519115137
50000,minority-share,4,periodic,OOB,36.071987480438175
55000,minority-share,4,periodic,OOB,35.58678313710596
60000,minority-share,4,periodic,OOB,0.0
65000,minority-share,4,periodic,OOB,0.0
70000,minority-share,4,periodic,OOB,0.0
75000,minority-share,4,periodic,OOB,0.0
80000,minority-share,4,periodic,OOB,0.0
85000,minority-share,4,periodic,OOB,0.0
90000,minority-share,4,periodic,OOB,0.0
95000,minority-share,4,periodic,OOB,0.0
100000,minority-share,4,periodic,OOB,0.0
5000,minority-share,4,periodic,ESOS_ELM,0.0
10000,minority-share,4,periodic,ESOS_ELM,0.0
15000,minority-share,4,periodic,ESOS_ELM,20.76908553334747
20000,minority-share,4,periodic,ESOS_ELM,27.372004239327204
25000,minority-share,4,periodic,ESOS_ELM,30.493221979188537
30000,minority-share,4,periodic,ESOS_ELM,32.11902475819515
35000,minority-share,4,periodic,ESOS_ELM,33.299403499877485
40000,minority-share,4,periodic,ESOS_ELM,34.32370157944295
45000,minority-share,4,periodic,ESOS_ELM,34.958295493656706
50000,minority-share,4,periodic,ESOS_ELM,30.093890597239028
55000,minority-share,4,periodic,ESOS_ELM,29.98674939115056
60000,minority-share,4,periodic,ESOS_ELM,0.0
65000,minority-share,4,periodic,ESOS_ELM,0.0
70000,minority-share,4,periodic,ESOS_ELM,0.0
75000,minority-share,4,periodic,ESOS_ELM,0.0
80000,minority-share,4,periodic,ESOS_ELM,0.0
85000,minority-share,4,periodic,ESOS_ELM,0.0
90000,minority-share,4,periodic,ESOS_ELM,0.0
95000,minority-share,4,periodic,ESOS_ELM,0.0
100000,minority-share,4,periodic,ESOS_ELM,0.0
5000,minority-share,4,periodic,improved_UOB,38.60069747166522
10000,minority-share,4,periodic,improved_UOB,39.34045026952754
15000,minority-share,4,periodic,improved_UOB,40.13906447534766
20000,minority-share,4,periodic,improved_UOB,40.79764284962642
25000,minority-share,4,periodic,improved_UOB,41.24957869902259
30000,minority-share,4,periodic,improved_UOB,41.53084673855401
35000,minority-share,4,periodic,improved_UOB,41.773967169097446
40000,minority-share,4,periodic,improved_UOB,42.08198171630788
45000,minority-share,4,periodic,improved_UOB,42.27774327616681
50000,minority-share,4,periodic,improved_UOB,36.571008094186915
55000,minority-share,4,periodic,improved_UOB,36.17178822658275
60000,minority-share,4,periodic,improved_UOB,0.0
65000,minority-share,4,periodic,improved_UOB,0.0
70000,minority-share,4,periodic,improved_UOB,0.0
75000,minority-share,4,periodic,improved_UOB,0.0
80000,minority-share,4,periodic,improved_UOB,0.0
85000,minority-share,4,periodic,improved_UOB,0.0
90000,minority-share,4,periodic,improved_UOB,0.0
95000,minority-share,4,periodic,improved_UOB,0.0
100000,minority-share,4,periodic,improved_UOB,0.0
5000,minority-share,4,periodic,WEOB2,38.48545414168331
10000,minority-share,4,periodic,WEOB2,38.946697812699085
15000,minority-share,4,periodic,WEOB2,39.551977598879944
20000,minority-share,4,periodic,WEOB2,40.135628586332814
25000,minority-share,4,periodic,WEOB2,40.53649407361197
30000,minority-share,4,periodic,WEOB2,40.76949860724233
35000,minority-share,4,periodic,WEOB2,40.985082690518354
40000,minority-share,4,periodic,WEOB2,41.302514364029314
45000,minority-share,4,periodic,WEOB2,41.527872395405105
50000,minority-share,4,periodic,WEOB2,35.719450469992765
55000,minority-share,4,periodic,WEOB2,35.43450537438513
60000,minority-share,4,periodic,WEOB2,0.0
65000,minority-share,4,periodic,WEOB2,0.0
70000,minority-share,4,periodic,WEOB2,0.0
75000,minority-share,4,periodic,WEOB2,0.0
80000,minority-share,4,periodic,WEOB2,0.0
85000,minority-share,4,periodic,WEOB2,0.0
90000,minority-share,4,periodic,WEOB2,0.0
95000,minority-share,4,periodic,WEOB2,0.0
100000,minority-share,4,periodic,WEOB2,0.0
5000,minority-share,4,periodic,UOB,38.551455420582165
10000,minority-share,4,periodic,UOB,39.6976483762598
15000,minority-share,4,periodic,UOB,40.67369045852501
20000,minority-share,4,periodic,UOB,41.45329867831664
25000,minority-share,4,periodic,UOB,41.936764122238394
30000,minority-share,4,periodic,UOB,42.20992436819774
35000,minority-share,4,periodic,UOB,42.39064832756265
40000,minority-share,4,periodic,UOB,42.67108229204353
45000,minority-share,4,periodic,UOB,42.84017519115137
50000,minority-share,4,periodic,UOB,36.791264174716495
55000,minority-share,4,periodic,UOB,35.417475728155345
60000,minority-share,4,periodic,UOB,0.0
65000,minority-share,4,periodic,UOB,0.0
70000,minority-share,4,periodic,UOB,0.0
75000,minority-share,4,periodic,UOB,0.0
80000,minority-share,4,periodic,UOB,0.0
85000,minority-share,4,periodic,UOB,0.0
90000,minority-share,4,periodic,UOB,0.0
95000,minority-share,4,periodic,UOB,0.0
100000,minority-share,4,periodic,UOB,0.0
5000,minority-share,4,periodic,RebalanceStream,38.67989845372721
10000,minority-share,4,periodic,RebalanceStream,39.657696205382265
15000,minority-share,4,periodic,RebalanceStream,40.34125075165365
20000,minority-share,4,periodic,RebalanceStream,40.952380952380956
25000,minority-share,4,periodic,RebalanceStream,41.313086199196064
30000,minority-share,4,periodic,RebalanceStream,41.505906983699724
35000,minority-share,4,periodic,RebalanceStream,41.64791358580339
40000,minority-share,4,periodic,RebalanceStream,41.8972554539057
45000,minority-share,4,periodic,RebalanceStream,42.07417788678112
50000,minority-share,4,periodic,RebalanceStream,17.542561065877127
55000,minority-share,4,periodic,RebalanceStream,20.67238912732475
60000,minority-share,4,periodic,RebalanceStream,0.0
65000,minority-share,4,periodic,RebalanceStream,0.0
70000,minority-share,4,periodic,RebalanceStream,0.0
75000,minority-share,4,periodic,RebalanceStream,0.0
80000,minority-share,4,periodic,RebalanceStream,0.0
85000,minority-share,4,periodic,RebalanceStream,0.0
90000,minority-share,4,periodic,RebalanceStream,0.0
95000,minority-share,4,periodic,RebalanceStream,0.0
100000,minority-share,4,periodic,RebalanceStream,0.0
5000,splitting-clusters,1,incremental,improved_OOB,35.74329813160033
10000,splitting-clusters,1,incremental,improved_OOB,35.70318570318569
15000,splitting-clusters,1,incremental,improved_OOB,35.60586570620014
20000,splitting-clusters,1,incremental,improved_OOB,35.98629093678598
25000,splitting-clusters,1,incremental,improved_OOB,36.30347799322869
30000,splitting-clusters,1,incremental,improved_OOB,36.516062971969795
35000,splitting-clusters,1,incremental,improved_OOB,36.388644366197184
40000,splitting-clusters,1,incremental,improved_OOB,36.496913580246904
45000,splitting-clusters,1,incremental,improved_OOB,36.5163723641351
50000,splitting-clusters,1,incremental,improved_OOB,34.670947030497594
55000,splitting-clusters,1,incremental,improved_OOB,31.750741839762604
60000,splitting-clusters,1,incremental,improved_OOB,25.945945945945944
65000,splitting-clusters,1,incremental,improved_OOB,26.815456362425046
70000,splitting-clusters,1,incremental,improved_OOB,27.80806979280262
75000,splitting-clusters,1,incremental,improved_OOB,28.550173582410316
80000,splitting-clusters,1,incremental,improved_OOB,28.743154801656196
85000,splitting-clusters,1,incremental,improved_OOB,29.001549701129072
90000,splitting-clusters,1,incremental,improved_OOB,29.07065320891258
95000,splitting-clusters,1,incremental,improved_OOB,29.20302501454335
100000,splitting-clusters,1,incremental,improved_OOB,29.231227651966627
5000,splitting-clusters,1,incremental,WEOB1,36.31372549019608
10000,splitting-clusters,1,incremental,WEOB1,35.898407884761184
15000,splitting-clusters,1,incremental,WEOB1,35.471792311532695
20000,splitting-clusters,1,incremental,WEOB1,35.58855885588559
25000,splitting-clusters,1,incremental,WEOB1,35.714285714285715
30000,splitting-clusters,1,incremental,WEOB1,35.74737868812485
35000,splitting-clusters,1,incremental,WEOB1,35.49702100972092
40000,splitting-clusters,1,incremental,WEOB1,35.48593350383633
45000,splitting-clusters,1,incremental,WEOB1,35.444372364579955
50000,splitting-clusters,1,incremental,WEOB1,34.01360544217687
55000,splitting-clusters,1,incremental,WEOB1,31.002497324295398
60000,splitting-clusters,1,incremental,WEOB1,25.8419689119171
65000,splitting-clusters,1,incremental,WEOB1,26.39104755983835
70000,splitting-clusters,1,incremental,WEOB1,27.3109243697479
75000,splitting-clusters,1,incremental,WEOB1,27.74106338239711
80000,splitting-clusters,1,incremental,WEOB1,27.81736924749365
85000,splitting-clusters,1,incremental,WEOB1,28.019950124688286
90000,splitting-clusters,1,incremental,WEOB1,28.025040734070835
95000,splitting-clusters,1,incremental,WEOB1,28.05159943330102
100000,splitting-clusters,1,incremental,WEOB1,27.98137678749584
5000,splitting-clusters,1,incremental,CSMOTE,32.93718166383701
10000,splitting-clusters,1,incremental,CSMOTE,33.974358974358985
15000,splitting-clusters,1,incremental,CSMOTE,34.070796460177
20000,splitting-clusters,1,incremental,CSMOTE,34.08225437928409
25000,splitting-clusters,1,incremental,CSMOTE,34.58600672166209
30000,splitting-clusters,1,incremental,CSMOTE,34.75455465587044
35000,splitting-clusters,1,incremental,CSMOTE,34.302388414568256
40000,splitting-clusters,1,incremental,CSMOTE,34.26374252349758
45000,splitting-clusters,1,incremental,CSMOTE,34.381568990162286
50000,splitting-clusters,1,incremental,CSMOTE,33.25842696629213
55000,splitting-clusters,1,incremental,CSMOTE,30.068666425731845
60000,splitting-clusters,1,incremental,CSMOTE,21.877424359968973
65000,splitting-clusters,1,incremental,CSMOTE,21.032303370786515
70000,splitting-clusters,1,incremental,CSMOTE,21.913511091194263
75000,splitting-clusters,1,incremental,CSMOTE,22.38973536487571
80000,splitting-clusters,1,incremental,CSMOTE,22.28454869964304
85000,splitting-clusters,1,incremental,CSMOTE,21.754057428214733
90000,splitting-clusters,1,incremental,CSMOTE,21.863387011148465
95000,splitting-clusters,1,incremental,CSMOTE,21.989210546311075
100000,splitting-clusters,1,incremental,CSMOTE,22.130145360684683
5000,splitting-clusters,1,incremental,OOB,35.46646106399384
10000,splitting-clusters,1,incremental,OOB,35.36264562194663
15000,splitting-clusters,1,incremental,OOB,35.41509907198394
20000,splitting-clusters,1,incremental,OOB,35.752738073139035
25000,splitting-clusters,1,incremental,OOB,35.97488038277513
30000,splitting-clusters,1,incremental,OOB,36.131840796019894
35000,splitting-clusters,1,incremental,OOB,36.026575225032154
40000,splitting-clusters,1,incremental,OOB,36.12338944794508
45000,splitting-clusters,1,incremental,OOB,36.18481627186741
50000,splitting-clusters,1,incremental,OOB,34.77917981072555
55000,splitting-clusters,1,incremental,OOB,31.697707736389685
60000,splitting-clusters,1,incremental,OOB,25.015441630636193
65000,splitting-clusters,1,incremental,OOB,26.643814272359002
70000,splitting-clusters,1,incremental,OOB,27.764177886576903
75000,splitting-clusters,1,incremental,OOB,28.141783029001083
80000,splitting-clusters,1,incremental,OOB,28.30165237917754
85000,splitting-clusters,1,incremental,OOB,28.519706217027004
90000,splitting-clusters,1,incremental,OOB,28.58288055580298
95000,splitting-clusters,1,incremental,OOB,28.704711553413155
100000,splitting-clusters,1,incremental,OOB,28.661932609301026
5000,splitting-clusters,1,incremental,ESOS_ELM,0.0
10000,splitting-clusters,1,incremental,ESOS_ELM,0.0
15000,splitting-clusters,1,incremental,ESOS_ELM,17.076765404384446
20000,splitting-clusters,1,incremental,ESOS_ELM,20.59046225630809
25000,splitting-clusters,1,incremental,ESOS_ELM,21.774211065721737
30000,splitting-clusters,1,incremental,ESOS_ELM,22.44796872884433
35000,splitting-clusters,1,incremental,ESOS_ELM,22.87475885896387
40000,splitting-clusters,1,incremental,ESOS_ELM,23.136867944031938
45000,splitting-clusters,1,incremental,ESOS_ELM,23.33856644635551
50000,splitting-clusters,1,incremental,ESOS_ELM,24.332055573459005
55000,splitting-clusters,1,incremental,ESOS_ELM,24.03247455046225
60000,splitting-clusters,1,incremental,ESOS_ELM,19.54229447970413
65000,splitting-clusters,1,incremental,ESOS_ELM,19.68919617442524
70000,splitting-clusters,1,incremental,ESOS_ELM,20.123597044293966
75000,splitting-clusters,1,incremental,ESOS_ELM,20.30930011512055
80000,splitting-clusters,1,incremental,ESOS_ELM,20.13414043247232
85000,splitting-clusters,1,incremental,ESOS_ELM,20.329687739313187
90000,splitting-clusters,1,incremental,ESOS_ELM,20.211327690818194
95000,splitting-clusters,1,incremental,ESOS_ELM,20.170599195703904
100000,splitting-clusters,1,incremental,ESOS_ELM,20.143674609681703
5000,splitting-clusters,1,incremental,improved_UOB,35.68215892053973
10000,splitting-clusters,1,incremental,improved_UOB,34.98920086393088
15000,splitting-clusters,1,incremental,improved_UOB,34.26688632619439
20000,splitting-clusters,1,incremental,improved_UOB,34.06046032291307
25000,splitting-clusters,1,incremental,improved_UOB,33.950363362128066
30000,splitting-clusters,1,incremental,improved_UOB,33.892921960072606
35000,splitting-clusters,1,incremental,improved_UOB,33.605600933488915
40000,splitting-clusters,1,incremental,improved_UOB,33.560187154402385
45000,splitting-clusters,1,incremental,improved_UOB,33.50196315312594
50000,splitting-clusters,1,incremental,improved_UOB,32.34880450070324
55000,splitting-clusters,1,incremental,improved_UOB,28.880494505494504
60000,splitting-clusters,1,incremental,improved_UOB,23.809523809523807
65000,splitting-clusters,1,incremental,improved_UOB,25.126676602086434
70000,splitting-clusters,1,incremental,improved_UOB,25.753012048192765
75000,splitting-clusters,1,incremental,improved_UOB,26.132697433020063
80000,splitting-clusters,1,incremental,improved_UOB,26.175478065241855
85000,splitting-clusters,1,incremental,improved_UOB,26.400371574547144
90000,splitting-clusters,1,incremental,improved_UOB,26.409826912339476
95000,splitting-clusters,1,incremental,improved_UOB,26.42594774412641
100000,splitting-clusters,1,incremental,improved_UOB,26.353144479417388
5000,splitting-clusters,1,incremental,WEOB2,35.38575667655785
10000,splitting-clusters,1,incremental,WEOB2,34.69020172910662
15000,splitting-clusters,1,incremental,WEOB2,34.3757403458896
20000,splitting-clusters,1,incremental,WEOB2,34.359777313848305
25000,splitting-clusters,1,incremental,WEOB2,34.11260201964309
30000,splitting-clusters,1,incremental,WEOB2,34.03548941041787
35000,splitting-clusters,1,incremental,WEOB2,33.68575624082232
40000,splitting-clusters,1,incremental,WEOB2,33.54937745181646
45000,splitting-clusters,1,incremental,WEOB2,33.41123256690538
50000,splitting-clusters,1,incremental,WEOB2,31.615120274914084
55000,splitting-clusters,1,incremental,WEOB2,28.355704697986575
60000,splitting-clusters,1,incremental,WEOB2,23.468057366362448
65000,splitting-clusters,1,incremental,WEOB2,24.766505636070857
70000,splitting-clusters,1,incremental,WEOB2,25.612052730696796
75000,splitting-clusters,1,incremental,WEOB2,26.110509209100762
80000,splitting-clusters,1,incremental,WEOB2,26.30930375847197
85000,splitting-clusters,1,incremental,WEOB2,26.673427991886406
90000,splitting-clusters,1,incremental,WEOB2,26.73653213234021
95000,splitting-clusters,1,incremental,WEOB2,26.783038657476773
100000,splitting-clusters,1,incremental,WEOB2,26.769087523277456
5000,splitting-clusters,1,incremental,UOB,35.60371517027864
10000,splitting-clusters,1,incremental,UOB,34.54742156509196
15000,splitting-clusters,1,incremental,UOB,33.78346915017461
20000,splitting-clusters,1,incremental,UOB,33.725289706884794
25000,splitting-clusters,1,incremental,UOB,33.65567965132117
30000,splitting-clusters,1,incremental,UOB,33.6880235453928
35000,splitting-clusters,1,incremental,UOB,33.45316750874465
40000,splitting-clusters,1,incremental,UOB,33.401308522389336
45000,splitting-clusters,1,incremental,UOB,33.328312118701504
50000,splitting-clusters,1,incremental,UOB,31.618655692729767
55000,splitting-clusters,1,incremental,UOB,28.432685867381117
60000,splitting-clusters,1,incremental,UOB,22.855428914217153
65000,splitting-clusters,1,incremental,UOB,24.04034743625665
70000,splitting-clusters,1,incremental,UOB,24.091146286310654
75000,splitting-clusters,1,incremental,UOB,24.075490946187195
80000,splitting-clusters,1,incremental,UOB,24.160524160524165
85000,splitting-clusters,1,incremental,UOB,24.537471225168385
90000,splitting-clusters,1,incremental,UOB,24.654614932392715
95000,splitting-clusters,1,incremental,UOB,24.77529532614278
100000,splitting-clusters,1,incremental,UOB,24.815965033356342
5000,splitting-clusters,1,incremental,RebalanceStream,28.51063829787234
10000,splitting-clusters,1,incremental,RebalanceStream,31.752305665349144
15000,splitting-clusters,1,incremental,RebalanceStream,33.00124533001246
20000,splitting-clusters,1,incremental,RebalanceStream,34.38242280285035
25000,splitting-clusters,1,incremental,RebalanceStream,35.15643105446118
30000,splitting-clusters,1,incremental,RebalanceStream,35.66735498404355
35000,splitting-clusters,1,incremental,RebalanceStream,35.79599618684461
40000,splitting-clusters,1,incremental,RebalanceStream,36.25996152789229
45000,splitting-clusters,1,incremental,RebalanceStream,36.361431170406306
50000,splitting-clusters,1,incremental,RebalanceStream,34.113712374581944
55000,splitting-clusters,1,incremental,RebalanceStream,28.036845135290726
60000,splitting-clusters,1,incremental,RebalanceStream,26.275510204081634
65000,splitting-clusters,1,incremental,RebalanceStream,24.227528089887638
70000,splitting-clusters,1,incremental,RebalanceStream,25.623582766439903
75000,splitting-clusters,1,incremental,RebalanceStream,27.818302387267913
80000,splitting-clusters,1,incremental,RebalanceStream,28.727369542066022
85000,splitting-clusters,1,incremental,RebalanceStream,29.441292012221744
90000,splitting-clusters,1,incremental,RebalanceStream,29.832801052038327
95000,splitting-clusters,1,incremental,RebalanceStream,29.79773063640848
100000,splitting-clusters,1,incremental,RebalanceStream,30.047155909224877
5000,splitting-clusters,1,sudden,improved_OOB,35.74329813160033
10000,splitting-clusters,1,sudden,improved_OOB,35.70318570318569
15000,splitting-clusters,1,sudden,improved_OOB,35.60586570620014
20000,splitting-clusters,1,sudden,improved_OOB,35.98629093678598
25000,splitting-clusters,1,sudden,improved_OOB,36.30347799322869
30000,splitting-clusters,1,sudden,improved_OOB,36.516062971969795
35000,splitting-clusters,1,sudden,improved_OOB,36.388644366197184
40000,splitting-clusters,1,sudden,improved_OOB,36.496913580246904
45000,splitting-clusters,1,sudden,improved_OOB,36.5163723641351
50000,splitting-clusters,1,sudden,improved_OOB,36.515513126491655
55000,splitting-clusters,1,sudden,improved_OOB,26.606772633033863
60000,splitting-clusters,1,sudden,improved_OOB,26.143790849673202
65000,splitting-clusters,1,sudden,improved_OOB,26.76855895196507
70000,splitting-clusters,1,sudden,improved_OOB,27.759792813208158
75000,splitting-clusters,1,sudden,improved_OOB,28.20479585223591
80000,splitting-clusters,1,sudden,improved_OOB,28.426007005253943
85000,splitting-clusters,1,sudden,improved_OOB,28.62907009477339
90000,splitting-clusters,1,sudden,improved_OOB,28.801652892561982
95000,splitting-clusters,1,sudden,improved_OOB,28.90453145622525
100000,splitting-clusters,1,sudden,improved_OOB,28.948593469442038
5000,splitting-clusters,1,sudden,WEOB1,36.31372549019608
10000,splitting-clusters,1,sudden,WEOB1,35.898407884761184
15000,splitting-clusters,1,sudden,WEOB1,35.471792311532695
20000,splitting-clusters,1,sudden,WEOB1,35.58855885588559
25000,splitting-clusters,1,sudden,WEOB1,35.714285714285715
30000,splitting-clusters,1,sudden,WEOB1,35.74737868812485
35000,splitting-clusters,1,sudden,WEOB1,35.49702100972092
40000,splitting-clusters,1,sudden,WEOB1,35.48593350383633
45000,splitting-clusters,1,sudden,WEOB1,35.444372364579955
50000,splitting-clusters,1,sudden,WEOB1,35.43926049930854
55000,splitting-clusters,1,sudden,WEOB1,24.150943396226413
60000,splitting-clusters,1,sudden,WEOB1,24.97538562520512
65000,splitting-clusters,1,sudden,WEOB1,25.730004231908595
70000,splitting-clusters,1,sudden,WEOB1,26.516888277548524
75000,splitting-clusters,1,sudden,WEOB1,26.895306859205782
80000,splitting-clusters,1,sudden,WEOB1,27.01649175412294
85000,splitting-clusters,1,sudden,WEOB1,27.268875519023815
90000,splitting-clusters,1,sudden,WEOB1,27.365216099806922
95000,splitting-clusters,1,sudden,WEOB1,27.42549560194302
100000,splitting-clusters,1,sudden,WEOB1,27.381938690969342
5000,splitting-clusters,1,sudden,CSMOTE,32.93718166383701
10000,splitting-clusters,1,sudden,CSMOTE,33.974358974358985
15000,splitting-clusters,1,sudden,CSMOTE,34.070796460177
20000,splitting-clusters,1,sudden,CSMOTE,34.08225437928409
25000,splitting-clusters,1,sudden,CSMOTE,34.58600672166209
30000,splitting-clusters,1,sudden,CSMOTE,34.75455465587044
35000,splitting-clusters,1,sudden,CSMOTE,34.302388414568256
40000,splitting-clusters,1,sudden,CSMOTE,34.26374252349758
45000,splitting-clusters,1,sudden,CSMOTE,34.381568990162286
50000,splitting-clusters,1,sudden,CSMOTE,34.430912644715086
55000,splitting-clusters,1,sudden,CSMOTE,23.165137614678905
60000,splitting-clusters,1,sudden,CSMOTE,24.496124031007753
65000,splitting-clusters,1,sudden,CSMOTE,24.62612163509471
70000,splitting-clusters,1,sudden,CSMOTE,25.27017291066283
75000,splitting-clusters,1,sudden,CSMOTE,24.706211527700052
80000,splitting-clusters,1,sudden,CSMOTE,24.23862210562336
85000,splitting-clusters,1,sudden,CSMOTE,23.811800707659934
90000,splitting-clusters,1,sudden,CSMOTE,23.565303430079158
95000,splitting-clusters,1,sudden,CSMOTE,23.562928236566897
100000,splitting-clusters,1,sudden,CSMOTE,23.500643500643495
5000,splitting-clusters,1,sudden,OOB,35.46646106399384
10000,splitting-clusters,1,sudden,OOB,35.36264562194663
15000,splitting-clusters,1,sudden,OOB,35.41509907198394
20000,splitting-clusters,1,sudden,OOB,35.752738073139035
25000,splitting-clusters,1,sudden,OOB,35.97488038277513
30000,splitting-clusters,1,sudden,OOB,36.131840796019894
35000,splitting-clusters,1,sudden,OOB,36.026575225032154
40000,splitting-clusters,1,sudden,OOB,36.12338944794508
45000,splitting-clusters,1,sudden,OOB,36.18481627186741
50000,splitting-clusters,1,sudden,OOB,36.22948351151934
55000,splitting-clusters,1,sudden,OOB,26.77376171352075
